Compa No.,Population,Temperature,Generation,Weight,Length,Stage
TANK6.3,HTC6,H,6,0.676,40,Adult
TANK6.3,HTC6,H,6,0.687,41,Adult
TANK6.3,HTC6,H,6,0.786,41,Adult
TANK6.3,HTC6,H,6,0.444,36,Adult
TANK6.3,HTC6,H,6,0.538,37,Adult
TANK6.3,HTC6,H,6,0.632,40,Adult
TANK6.3,HTC6,H,6,0.809,40,Adult
TANK6.3,HTC6,H,6,1.043,43,Adult
TANK6.3,HTC6,H,6,0.662,41,Adult
TANK1.1,HTC4,H,3,0.062,20,Juv
TANK1.1,HTC4,H,3,0.099,21,Juv
TANK1.1,HTC4,H,3,0.089,21,Juv
TANK1.1,HTC4,H,3,0.058,19,Juv
TANK1.1,HTC4,H,3,0.184,19,Juv
TANK1.1,HTC4,H,3,0.03,14,Juv
TANK1.1,HTC4,H,3,0.039,15,Juv
TANK1.1,HTC4,H,3,0.059,15,Juv
TANK1.1,HTC4,H,3,0.061,18,Juv
TANK1.1,HTC4,H,3,0.103,20,Juv
TANK1.1,HTC4,H,3,0.073,18,Juv
TANK1.1,HTC4,H,3,0.107,22,Juv
TANK1.1,HTC4,H,3,0.048,20,Juv
TANK1.1,HTC4,H,3,0.047,16,Juv
TANK1.1,HTC4,H,3,0.034,15,Juv
TANK1.1,HTC4,H,3,0.073,18,Juv
TANK1.1,HTC4,H,3,0.059,16,Juv
TANK1.1,HTC4,H,3,0.066,20,Juv
TANK1.1,HTC4,H,3,0.041,17,Juv
TANK1.1,HTC4,H,3,0.061,16,Juv
TANK2.1,LTC1,L,3,0.021,20,Juv
TANK2.1,LTC1,L,3,0.114,22,Juv
TANK2.1,LTC1,L,3,0.088,20,Juv
TANK2.1,LTC1,L,3,0.004,10,Juv
TANK2.1,LTC1,L,3,0.016,15,Juv
TANK2.1,LTC1,L,3,0.065,16,Juv
TANK2.1,LTC1,L,3,0.066,20,Juv
TANK2.1,LTC1,L,3,0.03,15,Juv
TANK2.1,LTC1,L,3,0.103,26,Juv
TANK2.1,LTC1,L,3,0.039,15,Juv
TANK2.1,LTC1,L,3,0.089,18,Juv
TANK2.1,LTC1,L,3,0.114,19,Juv
TANK2.1,LTC1,L,3,0.015,12,Juv
TANK2.1,LTC1,L,3,0.22,25,Juv
TANK2.1,LTC1,L,3,0.032,15,Juv
TANK2.1,LTC1,L,3,0.081,16,Juv
TANK2.1,LTC1,L,3,0.009,12,Juv
TANK2.1,LTC1,L,3,0.099,19,Juv
TANK2.1,LTC1,L,3,0.017,13,Juv
TANK2.1,LTC1,L,3,0.062,20,Juv
TANK1.1,HTC4,H,3,0.72,41,Adult
TANK1.1,HTC4,H,3,1.496,46,Adult
TANK1.1,HTC4,H,3,1.114,46,Adult
TANK1.1,HTC4,H,3,1.532,46,Adult
TANK1.1,HTC4,H,3,0.664,40,Adult
TANK1.1,HTC4,H,3,1.231,43,Adult
TANK1.1,HTC4,H,3,0.683,40,Adult
TANK1.1,HTC4,H,3,0.633,40,Adult
TANK1.1,HTC4,H,3,0.685,39,Adult
TANK1.1,HTC4,H,3,0.48,37,Adult
TANK2.1,LTC1,L,3,1.447,45,Adult
TANK2.1,LTC1,L,3,1.42,43,Adult
TANK2.1,LTC1,L,3,1.307,42,Adult
TANK2.1,LTC1,L,3,0.702,38,Adult
TANK2.1,LTC1,L,3,1.765,50,Adult
TANK2.1,LTC1,L,3,1.701,46,Adult
TANK2.1,LTC1,L,3,0.629,41,Adult
TANK2.1,LTC1,L,3,0.809,42,Adult
TANK2.1,LTC1,L,3,1.136,45,Adult
TANK2.1,LTC1,L,3,0.939,42,Adult
TANK3.2,HTC5,H,3,1.029,42,Adult
TANK3.2,HTC5,H,3,0.668,41,Adult
TANK3.2,HTC5,H,3,0.724,40,Adult
TANK3.2,HTC5,H,3,1.32,44,Adult
TANK3.2,HTC5,H,3,0.638,40,Adult
TANK3.2,HTC5,H,3,0.584,39,Adult
TANK3.2,HTC5,H,3,1.072,41,Adult
TANK3.2,HTC5,H,3,1.099,43,Adult
TANK3.2,HTC5,H,3,0.609,39,Adult
TANK3.2,HTC5,H,3,1.425,44,Adult
TANK5.1,LTC3,L,3,0.807,42,Adult
TANK5.1,LTC3,L,3,1.222,44,Adult
TANK5.1,LTC3,L,3,1.009,39,Adult
TANK5.1,LTC3,L,3,0.793,40,Adult
TANK5.1,LTC3,L,3,0.717,39,Adult
TANK5.1,LTC3,L,3,1.151,43,Adult
TANK5.1,LTC3,L,3,0.744,39,Adult
TANK5.1,LTC3,L,3,0.76,38,Adult
TANK5.1,LTC3,L,3,0.7,37,Adult
TANK5.1,LTC3,L,3,1.237,45,Adult
TANK4.2,LTC2,L,3,0.63,38,Adult
TANK4.2,LTC2,L,3,0.853,41,Adult
TANK4.2,LTC2,L,3,0.666,37,Adult
TANK4.2,LTC2,L,3,0.966,43,Adult
TANK4.2,LTC2,L,3,0.823,43,Adult
TANK4.2,LTC2,L,3,1.217,41,Adult
TANK4.2,LTC2,L,3,1.205,42,Adult
TANK4.2,LTC2,L,3,0.365,32,Adult
TANK4.2,LTC2,L,3,1.056,39,Adult
TANK4.2,LTC2,L,3,0.794,42,Adult
TANK6.3,HTC6,H,3,0.908,40,Adult
TANK6.3,HTC6,H,3,0.688,32,Adult
TANK6.3,HTC6,H,3,0.731,39,Adult
TANK6.3,HTC6,H,3,0.84,40,Adult
TANK6.3,HTC6,H,3,1.027,43,Adult
TANK6.3,HTC6,H,3,0.602,38,Adult
TANK6.3,HTC6,H,3,0.568,39,Adult
TANK6.3,HTC6,H,3,0.954,42,Adult
TANK6.3,HTC6,H,3,0.894,41,Adult
TANK6.3,HTC6,H,3,0.763,37,Adult
TANK1.1,HTC4,H,4,0.111,23,Juv
TANK1.1,HTC4,H,4,0.072,20,Juv
TANK1.1,HTC4,H,4,0.042,17,Juv
TANK1.1,HTC4,H,4,0.404,31,Juv
TANK1.1,HTC4,H,4,0.026,15,Juv
TANK1.1,HTC4,H,4,0.053,18,Juv
TANK1.1,HTC4,H,4,0.035,17,Juv
TANK1.1,HTC4,H,4,0.09,22,Juv
TANK1.1,HTC4,H,4,0.35,31,Juv
TANK1.1,HTC4,H,4,0.036,17,Juv
TANK1.1,HTC4,H,4,0.155,25,Juv
TANK1.1,HTC4,H,4,0.1,23,Juv
TANK1.1,HTC4,H,4,0.094,22,Juv
TANK1.1,HTC4,H,4,0.19,25,Juv
TANK1.1,HTC4,H,4,0.069,18,Juv
TANK1.1,HTC4,H,4,0.028,15,Juv
TANK1.1,HTC4,H,4,0.127,23,Juv
TANK1.1,HTC4,H,4,0.078,18,Juv
TANK1.1,HTC4,H,4,0.056,19,Juv
TANK1.1,HTC4,H,4,0.076,21,Juv
TANK2.1,LTC1,L,4,0.066,20,Juv
TANK2.1,LTC1,L,4,0.019,13,Juv
TANK2.1,LTC1,L,4,0.069,19,Juv
TANK2.1,LTC1,L,4,0.148,23,Juv
TANK2.1,LTC1,L,4,0.053,18,Juv
TANK2.1,LTC1,L,4,0.094,22,Juv
TANK2.1,LTC1,L,4,0.077,20,Juv
TANK2.1,LTC1,L,4,0.127,22,Juv
TANK2.1,LTC1,L,4,0.01,13,Juv
TANK2.1,LTC1,L,4,0.083,19,Juv
TANK2.1,LTC1,L,4,0.019,14,Juv
TANK2.1,LTC1,L,4,0.015,12,Juv
TANK2.1,LTC1,L,4,0.049,18,Juv
TANK2.1,LTC1,L,4,0.023,14,Juv
TANK2.1,LTC1,L,4,0.059,19,Juv
TANK2.1,LTC1,L,4,0.035,16,Juv
TANK2.1,LTC1,L,4,0.107,22,Juv
TANK2.1,LTC1,L,4,0.047,16,Juv
TANK2.1,LTC1,L,4,0.006,12,Juv
TANK2.1,LTC1,L,4,0.063,17,Juv
TANK1.1,HTC4,H,3,0.458,36,Mature
TANK1.1,HTC4,H,3,1.026,43,Mature
TANK1.1,HTC4,H,3,1.277,45,Mature
TANK1.1,HTC4,H,3,0.64,39,Mature
TANK1.1,HTC4,H,3,0.635,40,Mature
TANK1.1,HTC4,H,3,1.462,46,Mature
TANK1.1,HTC4,H,3,0.804,39,Mature
TANK1.1,HTC4,H,3,0.956,42,Mature
TANK1.1,HTC4,H,3,0.674,39,Mature
TANK1.1,HTC4,H,3,1.027,43,Mature
TANK2.1,LTC1,L,3,1.215,44,Mature
TANK2.1,LTC1,L,3,0.825,41,Mature
TANK2.1,LTC1,L,3,0.895,40,Mature
TANK2.1,LTC1,L,3,1.574,48,Mature
TANK2.1,LTC1,L,3,1.542,48,Mature
TANK2.1,LTC1,L,3,1.244,42,Mature
TANK2.1,LTC1,L,3,0.709,39,Mature
TANK2.1,LTC1,L,3,1.026,42,Mature
TANK2.1,LTC1,L,3,1.446,47,Mature
TANK2.1,LTC1,L,3,1.439,43,Mature
TANK3.2,HTC5,H,3,1.052,42,Mature
TANK3.2,HTC5,H,3,0.663,40,Mature
TANK3.2,HTC5,H,3,0.538,38,Mature
TANK3.2,HTC5,H,3,0.529,37,Mature
TANK3.2,HTC5,H,3,0.704,41,Mature
TANK3.2,HTC5,H,3,0.588,38,Mature
TANK3.2,HTC5,H,3,0.494,38,Mature
TANK3.2,HTC5,H,3,1.188,42,Mature
TANK3.2,HTC5,H,3,1.207,45,Mature
TANK3.2,HTC5,H,3,0.634,39,Mature
TANK5.1,LTC3,L,3,0.858,40,Mature
TANK5.1,LTC3,L,3,0.54,37,Mature
TANK5.1,LTC3,L,3,0.804,41,Mature
TANK5.1,LTC3,L,3,0.797,43,Mature
TANK5.1,LTC3,L,3,1.091,46,Mature
TANK5.1,LTC3,L,3,0.918,41,Mature
TANK5.1,LTC3,L,3,0.555,36,Mature
TANK5.1,LTC3,L,3,1.074,43,Mature
TANK5.1,LTC3,L,3,1.121,44,Mature
TANK5.1,LTC3,L,3,1.217,45,Mature
TANK4.2,LTC2,L,3,0.633,40,Mature
TANK4.2,LTC2,L,3,0.775,42,Mature
TANK4.2,LTC2,L,3,0.664,39,Mature
TANK4.2,LTC2,L,3,0.581,37,Mature
TANK4.2,LTC2,L,3,0.854,44,Mature
TANK4.2,LTC2,L,3,0.658,40,Mature
TANK4.2,LTC2,L,3,0.919,39,Mature
TANK4.2,LTC2,L,3,1.188,43,Mature
TANK4.2,LTC2,L,3,0.687,41,Mature
TANK4.2,LTC2,L,3,1.065,40,Mature
TANK6.3,HTC6,H,3,1.116,44,Mature
TANK6.3,HTC6,H,3,0.457,35,Mature
TANK6.3,HTC6,H,3,0.573,37,Mature
TANK6.3,HTC6,H,3,0.784,40,Mature
TANK6.3,HTC6,H,3,0.82,39,Mature
TANK6.3,HTC6,H,3,0.921,40,Mature
TANK6.3,HTC6,H,3,1.152,43,Mature
TANK6.3,HTC6,H,3,0.514,38,Mature
TANK6.3,HTC6,H,3,0.501,37,Mature
TANK6.3,HTC6,H,3,0.661,40,Mature
